Date,Open,High,Low,Close,Volume
2015-03-09,1162.9282075349738,1163.907509703849,1157.478475473282,1160.5786869988065,177866
2015-03-10,1161.8922836810743,1170.4929958886964,1158.5262129824243,1165.3375455076264,233999
2015-03-11,1177.5550052607052,1187.1999467830137,1169.5319946131046,1174.2907529879449,286533
2015-03-12,1159.8613376573562,1168.733306025412,1156.581325390716,1164.8661341597488,253235
2015-03-13,1180.405742287386,1182.1350501298182,1174.1719357437908,1176.8906237417546,100475
2015-03-16,1178.8966694198787,1180.589827894332,1173.520497945885,1176.1011619398041,180416
2015-03-17,1161.6941443059716,1166.8261032776545,1159.1451368168534,1159.972547875289,280689
2015-03-18,1160.5693493833983,1164.4234667544258,1152.3814224313037,1157.0842847603756,113173
2015-03-19,1160.0115653222542,1162.1219128346447,1157.5220893934418,1160.7537998789621,89064
2015-03-20,1163.1343072324732,1169.3939944023332,1161.4679083591327,1163.3748084531928,172210
2015-03-23,1160.7015207147263,1165.507260315859,1154.245185856581,1156.8584400898378,135284
2015-03-24,1165.6978940068088,1174.374017026539,1164.6138055831696,1169.3065391593136,179809
2015-03-25,1167.8038949331233,1172.9672259169752,1166.6179591989853,1168.7861308429428,293318
2015-03-26,1173.4596791706674,1176.4771079226998,1169.846925262839,1174.273828590437,189398
2015-03-27,1165.3454150400682,1168.7628288103126,1159.1839594519831,1166.1955258420796,250134
2015-03-30,1156.963007969744,1162.3767862920952,1153.4097647033407,1157.9779596767305,262040
2015-03-31,1156.0285421075805,1166.8948630316393,1153.7922310251527,1164.4076578182462,134068
2015-04-01,1155.548619335325,1159.1176268435017,1153.220206430193,1155.6987907657126,212213
2015-04-02,1164.3276659979952,1164.961943223256,1157.9902966820957,1163.4896229615838,266960
2015-04-03,1159.0190871371994,1159.8548809068834,1153.5618678412136,1154.9439267320636,273772
2015-04-06,1171.215574458877,1173.1475003956416,1161.8029596328772,1168.6322783106832,108055
2015-04-07,1134.5373170183352,1137.4104460777307,1132.8768397295098,1136.6177679920352,249215
2015-04-08,1163.07615212208,1165.7870344338562,1162.6264067544992,1164.1223608578537,223057
2015-04-09,1159.4912335833703,1167.1024428712385,1155.25576557404,1162.7887905723453,137668
2015-04-10,1155.637679107753,1162.2536626331112,1153.724108308911,1156.9828990514436,302904
2015-04-13,1157.275824767037,1167.1893037603988,1156.9803437409907,1159.4651140819306,296822
2015-04-14,1161.8821472897164,1162.3848433859455,1157.9771885887546,1158.3235343190959,130459
2015-04-15,1169.7236396255523,1173.8113943651636,1162.9013183211548,1168.5571081012731,292282
2015-04-16,1174.9418457696918,1177.137591431176,1172.7226355251937,1173.0304816044186,141803
2015-04-17,1158.024626544555,1168.3566340070429,1154.4373065972343,1159.4178809712967,281343
2015-04-20,1171.9250977936376,1174.6487941293183,1167.486988974385,1172.5930263889982,314298
2015-04-21,1156.6482862565338,1157.0205955912052,1153.6310671730614,1155.0497857926407,159917
2015-04-22,1160.2444796964528,1163.6241779170562,1158.0855758392813,1163.076539793144,84204
2015-04-23,1162.5417806158935,1163.7770228565666,1157.54801639824,1160.9089063719869,144387
2015-04-24,1150.6939339498986,1153.5158760792938,1147.427556206039,1147.8965659773116,234233
2015-04-27,1159.380232609309,1167.9541806727682,1156.8903127315762,1161.4662748952755,125872
2015-04-28,1153.6666498789634,1159.6949646857984,1144.323895109476,1153.799033660605,204117
2015-04-29,1161.150744193728,1173.2043439370211,1155.7968599041806,1164.171449477912,187830
2015-04-30,1155.7162862556497,1158.613433111268,1140.411830171609,1150.2642855943143,296764
2015-05-01,1143.6513231433748,1146.10191021756,1135.3054732028024,1142.2604770923774,177872
2015-05-04,1149.0347604209721,1155.324760974907,1140.4628859840793,1145.4787568785616,233034
2015-05-05,1156.5737985207513,1162.7230814874033,1151.5777478373018,1157.397783529483,319538
2015-05-06,1158.288692758721,1165.4205339057496,1152.7814650437315,1161.3383022459686,243235
2015-05-07,1161.774318071465,1166.6351797704524,1161.2056826310907,1162.1657586170609,218798
2015-05-08,1158.385125811036,1160.7882173966823,1152.1893265143399,1153.79146615562,142942
2015-05-11,1172.2773489858896,1178.1856645060834,1161.6607046674944,1166.7961204293745,114890
2015-05-12,1158.458823023632,1161.0460442094322,1153.7943460103475,1155.87494619801,240487
2015-05-13,1158.106792310096,1163.3297413804528,1156.2823092511314,1158.1989356963998,187995
2015-05-14,1168.1314433567836,1171.2972690564231,1165.7710669374615,1166.7876830090147,280293
2015-05-15,1161.0197396737449,1161.4066720990095,1151.5252312325567,1157.3807070191615,224361
2015-05-18,1142.6914787956011,1149.7630938600118,1140.5535411293083,1146.1419322158606,263200
2015-05-19,1170.7175282054548,1173.7811582833133,1164.4081548179206,1167.705867809809,181664
2015-05-20,1158.6041889814092,1162.3060699005214,1157.0999549382434,1161.380897791606,113306
2015-05-21,1158.4088644294077,1161.0542942448571,1156.79015314634,1157.5118492948454,182743
2015-05-22,1172.1653955871009,1176.2957488846953,1165.013635095404,1169.6569221253962,82973
2015-05-25,1155.5317237720155,1156.7509808842526,1145.994207299171,1154.5611095647512,189805
2015-05-26,1165.4268428306123,1165.4322979770193,1164.4993091657636,1165.065682138947,80977
2015-05-27,1163.3821875509364,1165.6889411400239,1156.789104054918,1158.9867153064492,241342
2015-05-28,1177.7160085161452,1179.2392265521598,1173.027959550994,1179.0541944911142,113956
2015-05-29,1141.8676712007045,1144.4085045133795,1135.0109237610707,1142.9893259454245,297125
2015-06-01,1157.3573333588292,1162.1039495194082,1152.2513614715745,1160.4493057366415,192103
2015-06-02,1162.309709840814,1163.8676618833795,1159.606003591384,1161.6316921884184,284465
2015-06-03,1172.1153397967119,1173.0173878257785,1167.4270092067934,1169.4975574996954,173309
2015-06-04,1156.2636403857614,1163.1518929883619,1152.7534924609552,1156.5825769214616,243710
2015-06-05,1147.9483609175275,1156.2227716373345,1142.676140358691,1154.317059793989,106528
2015-06-08,1172.211091281126,1173.913657848766,1170.0703251614093,1170.6601116104682,185094
2015-06-09,1159.3661282614546,1164.810965515613,1152.695204529288,1157.1922328712335,299220
2015-06-10,1160.453907030437,1173.72233223935,1154.0287398745998,1163.2998976085955,137049
2015-06-11,1158.2308483958768,1162.2721269181177,1156.292456143072,1158.9610447405987,315641
2015-06-12,1162.5941133944586,1165.0493383757357,1150.0245908327252,1162.4435651037481,247289
2015-06-15,1145.8958457265162,1155.1730703973085,1144.9740086664478,1148.4250397810965,200962
2015-06-16,1155.0803560919835,1161.387089726464,1148.6486383871807,1154.136587461171,313675
2015-06-17,1157.3716474856612,1160.6084383213667,1154.4321619200705,1157.0402096633754,287040
2015-06-18,1156.3678579297205,1162.5651275304238,1156.1447603631298,1160.2290406434283,166965
2015-06-19,1158.1557281184096,1176.6590654412018,1154.7374194363658,1167.458664265056,210374
2015-06-22,1158.441071179174,1165.9983075437808,1155.125781153338,1161.532903253376,98910
2015-06-23,1167.4224573471686,1167.9855773290826,1157.5008742844218,1162.6177737774194,269298
2015-06-24,1161.58313071881,1161.722255742953,1152.1093525825331,1157.5129282543548,126887
2015-06-25,1166.6622532115139,1169.3829837774447,1166.050850159026,1167.7175272101258,115599
2015-06-26,1149.9617188091322,1158.3930238169255,1147.670878922945,1153.533284004149,171479
2015-06-29,1162.8916422092313,1164.6747907209904,1154.6872499232427,1157.9960505239203,124568
2015-06-30,1149.4474725119028,1154.0837785981685,1142.5284866633237,1147.0910884624648,135209
2015-07-01,1155.7375506993865,1156.3961033381,1149.0454709924636,1151.541633947031,156392
2015-07-02,1173.1634895073428,1176.5410531820153,1166.5433307186436,1166.8504062485067,131663
2015-07-03,1160.2357277760414,1161.7128677025094,1157.51903804837,1158.7242118354923,218795
2015-07-06,1143.9394967855246,1146.8850986809196,1140.273154871599,1143.6325397511498,273175
2015-07-07,1154.7282465054175,1158.3734640984449,1152.2560383437024,1157.2726056141512,271747
2015-07-08,1156.2711868860579,1160.0728460201276,1145.0524861665594,1155.7705227918302,132477
2015-07-09,1143.785980182603,1149.2030027517098,1141.2164705674181,1147.079065995449,269430
2015-07-10,1160.0256909308189,1166.019040428375,1152.248589592898,1156.407757685608,131873
2015-07-13,1150.7514131524297,1152.5681942561816,1149.8934968726564,1151.4753837664664,249602
2015-07-14,1157.2020115895211,1159.3957421342695,1148.1164749985796,1151.8888018166303,205207
2015-07-15,1155.6599583119068,1157.5874192042124,1155.321386753313,1156.7974141035684,154705
2015-07-16,1146.0542151339264,1146.162506957763,1138.7673091307968,1144.5688450621908,296956
2015-07-17,1154.4161628292804,1158.495625413587,1152.8336479643544,1157.038834992259,221962
2015-07-20,1149.6155355237408,1151.0946114869544,1144.4345866147628,1146.6639467672132,123571
2015-07-21,1143.1707210316024,1150.0870991586899,1137.3889411476205,1145.908918480961,145165
2015-07-22,1161.109766103722,1163.8467243413845,1151.7810381470008,1156.7058634674233,220889
2015-07-23,1149.5854229946663,1153.9768441401577,1147.362397330753,1147.7312755208857,109343
2015-07-24,1134.5265619416118,1141.042902217301,1121.571578728116,1140.630696560461,210722
2015-07-27,1137.793133116055,1144.0269079412878,1135.3517148610495,1142.3860133935318,197758
2015-07-28,1144.6661669523885,1146.1060418514105,1143.727950259703,1143.8504493885907,122866
2015-07-29,1129.7977134647485,1136.346870580043,1127.440707424872,1129.9714795537975,304200
2015-07-30,1151.5448082092496,1156.5858650987916,1142.7558063423612,1144.8550790837332,189372
2015-07-31,1136.3785773904522,1143.0930847159202,1134.2273179762947,1139.3035908767101,86255
2015-08-03,1125.9651517264517,1128.7368230420434,1123.173041748546,1126.6361420186267,115433
2015-08-04,1129.0007785468276,1131.9095982789436,1126.0009385091382,1128.9904276720843,268806
2015-08-05,1144.8563838621742,1149.7091851160337,1138.9236624327084,1144.0640326639796,254352
2015-08-06,1133.8513005595605,1135.841689149602,1125.2171633033922,1128.1491866095541,276326
2015-08-07,1156.9762013000932,1162.6601839817695,1149.6135210021866,1157.2542859814878,189230
2015-08-10,1124.2439983101451,1134.8724049605767,1112.2387595030527,1129.4825906535661,317138
2015-08-11,1145.6267569999393,1146.5310733371844,1139.7462695741508,1140.3553545839982,182105
2015-08-12,1120.9500913887407,1128.6373960710578,1117.4322115263758,1119.536548050164,213625
2015-08-13,1135.383786833185,1142.608237192372,1133.0018398151533,1140.3242385976068,103094
2015-08-14,1133.19296587493,1139.9061053553858,1127.435832934669,1135.38718368061,207187
2015-08-17,1142.681162659667,1146.1136738868622,1136.8800701242474,1143.6919170904778,191368
2015-08-18,1143.8402385089169,1146.158759504958,1138.3411601082528,1143.385138148385,318114
2015-08-19,1139.8558915338801,1142.056784807538,1134.778376018085,1137.1543274892645,306559
2015-08-20,1156.5754513706727,1160.2997217488687,1156.3068542001126,1157.358872486144,152702
2015-08-21,1145.7216546942761,1149.3716761488752,1143.7086555920682,1147.4477091753351,127672
2015-08-24,1131.1801220496395,1137.2005641547182,1128.2346532198603,1134.37618052887,309137
2015-08-25,1142.9648213238463,1149.392978243652,1142.2178722441229,1143.494171818803,248155
2015-08-26,1116.4010493731942,1119.3380579839873,1113.998993589014,1116.1337802639255,133260
2015-08-27,1134.9016123166587,1136.3822304556493,1128.0413694533993,1133.3268895952692,288473
2015-08-28,1139.4993030842181,1155.6410105315554,1138.2223626292982,1146.7282962194427,263852
2015-08-31,1129.4328393841215,1133.9471218875801,1123.5382411478809,1132.3507484309062,118973
2015-09-01,1139.2285152982524,1142.0745285962703,1136.614348751835,1137.61759152539,184815
2015-09-02,1133.7735716604705,1134.8838789343483,1119.3963121246256,1128.167341731772,255666
2015-09-03,1145.3763913017929,1150.2652794060978,1141.7763833225833,1142.316134761245,210747
2015-09-04,1129.019842687441,1137.471145471885,1128.7868946959688,1136.596546112508,129554
2015-09-07,1130.1569854831066,1147.8242743303028,1129.9128530525775,1136.586952158468,201498
2015-09-08,1146.434359640322,1155.7268195572292,1137.300402469578,1144.5212500227015,150533
2015-09-09,1148.4915429559037,1148.7529360890526,1142.0726274502788,1148.329527883872,93452
2015-09-10,1142.4274670438406,1146.5594917521028,1140.0382579388854,1142.200553805732,295542
2015-09-11,1127.6849665239943,1132.912357610937,1121.101970579873,1121.1758206895706,319117
2015-09-14,1134.9188466464625,1142.848419718076,1133.719986223371,1138.439727437326,215899
2015-09-15,1141.5561147712624,1142.7298182980473,1132.2042421158133,1137.512306487576,194820
2015-09-16,1127.8710996841423,1131.8244974608576,1125.2999684838835,1127.4890791435428,243493
2015-09-17,1121.724838194141,1127.5079377140007,1120.6623498047818,1123.6544213694324,315867
2015-09-18,1123.9443673464739,1132.7767619583067,1122.7294111471747,1130.8514249551063,151859
2015-09-21,1125.9752055634783,1130.2355851386858,1119.0160078490571,1129.8528991137096,190813
2015-09-22,1137.4376657502391,1142.9007513182125,1130.85552747253,1132.3673311643013,236669
2015-09-23,1126.8229862846622,1128.3812795719973,1125.0657753102803,1126.5075851776537,310413
2015-09-24,1137.4655627588904,1137.8427554558878,1133.2613654581526,1134.7696805363892,246683
2015-09-25,1137.9363748222738,1144.7234050858724,1127.6793034255986,1135.9795811274125,261763
2015-09-28,1129.693673005785,1133.6655581011587,1129.5944889586688,1130.198801290514,314294
2015-09-29,1139.4823515597298,1140.4689852833271,1127.5524540801418,1136.664929768115,122708
2015-09-30,1128.7799591594853,1132.0601383979376,1125.0597058260005,1127.713285177002,94230
2015-10-01,1116.5647722880105,1118.3799125920102,1113.8648539427904,1117.1542386757355,217673
2015-10-02,1130.8833726303528,1132.2045626295023,1126.2558478712724,1131.9317646230004,136356
2015-10-05,1134.1079870375963,1139.5897688024465,1133.5624210280619,1136.5199519382572,159751
2015-10-06,1152.594909227802,1156.908790059966,1141.9941420822524,1151.61031727728,197243
2015-10-07,1113.341815896182,1119.451176076862,1112.3556751028084,1113.9377898313082,107746
2015-10-08,1130.5555610518184,1135.4543087047593,1125.0178777235988,1126.8680806779653,156140
2015-10-09,1120.664843193626,1122.8399376835255,1117.4010258346686,1121.6711837749397,310358
2015-10-12,1128.8304923824312,1137.488037869029,1127.3681954542508,1131.836738788475,130884
2015-10-13,1114.6118228994017,1121.4431675998658,1111.300377252431,1120.7300804217348,204218
2015-10-14,1129.4553871221,1137.6017275808501,1123.9049175270197,1126.9283188835318,81257
2015-10-15,1141.5098535398274,1143.2919906881261,1132.9987290648542,1133.19067095262,90553
2015-10-16,1119.9307724378023,1122.3265754484723,1118.707327456508,1120.029062671186,232166
2015-10-19,1118.2812190432023,1127.3237822885847,1115.987764302755,1125.5923517690635,233024
2015-10-20,1143.0095799345377,1146.2255250221508,1138.9197322610994,1139.8760811716654,190829
2015-10-21,1131.0775596547164,1135.1093345018865,1124.537832123327,1133.286280604823,245819
2015-10-22,1115.1331520783522,1118.673191972732,1107.6302288023346,1112.8462202543717,137067
2015-10-23,1142.0505008385676,1144.9568713095382,1135.7885353748327,1140.8123168566408,297758
2015-10-26,1120.5541270341148,1122.0736328811474,1114.7145351259742,1118.193930578486,301557
2015-10-27,1126.9959164427548,1128.694808814703,1119.5970952395257,1126.5776458996484,120130
2015-10-28,1119.3972002021692,1123.5117986516086,1112.1064127932486,1120.277455428125,184091
2015-10-29,1123.8480506504106,1127.3486963996324,1117.7202065989502,1120.311600869505,157309
2015-10-30,1116.5725608805383,1118.5785595081156,1115.0189687317852,1117.5105138176564,84966
2015-11-02,1131.0003704043029,1132.100822522872,1125.2327703960852,1127.1021263158025,106031
2015-11-03,1113.8358946623828,1117.042559762235,1110.7418254143543,1115.7838012209963,174521
2015-11-04,1111.9676324763773,1112.6509765340138,1110.5173147357718,1111.467133186634,245952
2015-11-05,1115.0572265953338,1120.8564259260406,1108.9704650782044,1117.4899643893607,242373
2015-11-06,1125.1208459578063,1128.2518536255036,1119.9185543622468,1122.0445884112048,160611
2015-11-09,1105.7018358208386,1109.2271899193106,1102.368152816258,1107.8859472230786,142250
2015-11-10,1127.0996024201822,1131.9024665281381,1125.8348415285325,1129.8034054468885,216149
2015-11-11,1120.3576745219489,1120.9190362336105,1116.051036558161,1117.2402029648026,291437
2015-11-12,1128.4354090679522,1132.268787568025,1121.015576127749,1127.30798225583,132825
2015-11-13,1132.1202614736237,1137.893285616796,1128.607044805146,1132.3986854285895,256597
2015-11-16,1121.2037126500754,1127.0104942492287,1113.868177235506,1124.4718926296534,310446
2015-11-17,1124.9778662817923,1130.0772143894862,1124.685228664489,1125.1375574446533,144522
2015-11-18,1118.296704532572,1119.7972958571224,1110.7048730240558,1116.9909361779373,103455
2015-11-19,1118.0603827885413,1122.6822226822985,1109.7491661829188,1115.8854713967496,283726
2015-11-20,1103.4252952847864,1112.9891740988146,1103.0067526164057,1105.7273864260142,237757
2015-11-23,1120.1487355157974,1124.9869724152088,1112.6270198620202,1118.512487128452,282078
2015-11-24,1110.4280341630104,1124.2685266840147,1107.8027815933578,1116.6473281555118,165936
2015-11-25,1102.1732181119962,1105.148567728747,1096.6422941231322,1101.98387532854,231431
2015-11-26,1120.3582914136805,1129.2097536590531,1119.9165724093186,1123.3719089371255,80229
2015-11-27,1136.8884759519133,1142.1402330899864,1129.0499636422749,1134.5266773897713,243134
2015-11-30,1125.3369800924036,1128.9016894563222,1121.2600146369234,1126.7703445154373,191734
2015-12-01,1139.8265352425142,1141.3085958891393,1125.4526691368314,1132.220059264724,91034
2015-12-02,1120.4253168269415,1130.934436077865,1113.3928827986051,1119.9367905671247,301145
2015-12-03,1115.124068187889,1117.022175385847,1107.1419610579185,1114.0913224678286,80426
2015-12-04,1114.8906403035248,1123.0755525534355,1109.46479007743,1122.3679094323115,240401
2015-12-07,1112.0385001922612,1122.5194798234702,1110.3123917415057,1116.593787305513,141418
2015-12-08,1114.8828042892571,1115.0191867668932,1108.937938032124,1111.6023607130346,159893
2015-12-09,1126.4649497153916,1131.2309594370786,1124.219388520115,1128.7497648260246,230222
2015-12-10,1126.1465674786066,1129.296099452743,1119.360235193149,1122.5258062697328,305149
2015-12-11,1111.9443675402897,1114.8319526753855,1109.9476016935553,1114.31318362215,220245
2015-12-14,1124.4188036090563,1125.7503717379911,1121.4992452216839,1122.4612581656647,83624
2015-12-15,1116.1123569458903,1120.357266714203,1115.833047886577,1118.79335385392,157419
2015-12-16,1125.965340863188,1128.6202228067507,1121.7889370439282,1124.5871989082968,134836
2015-12-17,1132.6912246350266,1136.4456292155141,1125.6400935370823,1130.519013337605,236951
2015-12-18,1115.2853967538647,1118.5611209512851,1111.945215592831,1112.4039589291094,121093
2015-12-21,1104.870720788987,1114.7992617409343,1103.3004084072638,1107.3226952498183,196903
2015-12-22,1123.117760139659,1129.431033115241,1119.221199411627,1127.4650720679856,270411
2015-12-23,1137.7105755327734,1142.5824561911143,1133.7480521893904,1135.9153556947333,149005
2015-12-24,1112.4305539434067,1114.4648016762037,1111.21659243603,1111.7524622116719,101153
2015-12-25,1112.4356996822823,1116.0560806858537,1110.2284800912216,1110.3029580725342,116217
2015-12-28,1103.2488384875232,1111.4475833984002,1094.9177692049327,1107.2285421588908,82266
2015-12-29,1117.7419566167202,1127.1367788456753,1110.2756985067506,1115.355406026009,314293
2015-12-30,1115.438865365336,1118.6482253323406,1113.6896430875884,1116.0478164171102,209454
2015-12-31,1110.093308132798,1122.9566271975684,1108.9533532667679,1113.6488974156641,247684
2016-01-01,1122.171308695254,1124.3488386523734,1120.5413426021016,1123.7195709258474,263506
2016-01-04,1114.2080460020877,1115.73052073676,1105.7264826344099,1111.2584376659224,154244
2016-01-05,1111.2150223365097,1115.9581566831798,1108.447734276648,1110.7148368989883,158618
2016-01-06,1106.1200049107279,1114.2973265452067,1104.8671586814833,1105.6825747307819,136874
2016-01-07,1128.5834049645828,1129.673152512508,1124.597833456062,1128.3418372350714,174858
2016-01-08,1124.3977119837643,1127.2204885640733,1120.92357082322,1125.7228259311416,226515
2016-01-11,1130.7680629292902,1138.8484793521807,1122.7431046516263,1126.7479069117487,293542
2016-01-12,1109.783766726307,1113.5027894099271,1103.9065743867254,1109.7311963193379,242608
2016-01-13,1121.5431097338346,1138.7304548694312,1121.087070345665,1126.3534954479985,181858
2016-01-14,1113.7858411157547,1119.351569413022,1112.6193042834943,1118.54628688399,301070
2016-01-15,1119.8968809761077,1125.3407601791691,1115.6627732666702,1121.7436608599514,297143
2016-01-18,1120.8255645498919,1124.7761583235465,1119.5918644607739,1122.1065491301595,289665
2016-01-19,1117.6840321898235,1118.1071280713081,1111.3179838337492,1115.3101906860218,270985
2016-01-20,1106.8831480392948,1117.627296266358,1106.6840146521088,1115.4488137530957,227275
2016-01-21,1107.4821211847586,1109.335935151031,1104.1454075260228,1105.0215824492666,168894
2016-01-22,1117.686859377457,1126.6016110415683,1108.258884569044,1113.8537356167333,232705
2016-01-25,1113.9485966564725,1122.7015676466503,1106.4761013677924,1115.5308258540597,220380
2016-01-26,1111.464528411789,1112.0634718677059,1106.4165019283562,1107.3953496882402,115114
2016-01-27,1112.1912589150427,1116.8994973204308,1106.9798079119869,1114.4393626750343,120025
2016-01-28,1124.1774948446518,1131.188189393803,1121.2983099885926,1124.7377937000317,182397
2016-01-29,1108.0436667181614,1114.7096961621246,1106.575716226509,1109.6799516995993,309999
2016-02-01,1108.3573501131812,1113.3685738696654,1100.4386946530678,1103.1579982363362,270521
2016-02-02,1105.4644058605259,1109.0101646537819,1098.5625235877837,1101.72272073638,99020
2016-02-03,1113.151182356796,1117.9705896691876,1106.8797527337922,1109.5618751727677,139525
2016-02-04,1118.9267691586324,1124.7680809182286,1115.277314684408,1122.7064215679134,244456
2016-02-05,1110.086181958809,1115.3824960035452,1106.1127848295241,1109.7647856035735,203575
2016-02-08,1105.517731753634,1114.8094223655326,1101.816435831122,1109.2502184231005,166218
2016-02-09,1097.8730112139572,1099.650774779861,1094.2484818069777,1097.3669008364402,200024
2016-02-10,1109.954809665319,1113.3909861475363,1101.88668526805,1108.1124318796371,243477
2016-02-11,1115.8375528496317,1121.8394102975528,1111.107811659907,1111.314598550089,147756
2016-02-12,1102.9974160142074,1107.9992034083618,1098.2508898889166,1103.4598322217053,267093
2016-02-15,1107.004747141453,1107.9194604186434,1104.4740006392522,1106.2359538569128,286151
2016-02-16,1102.0572405376515,1106.8583779232738,1101.3468610482478,1102.5056450759178,134010
2016-02-17,1108.7794591270351,1117.5167475394906,1107.0530476666079,1112.2941315379132,155797
2016-02-18,1121.8798823405539,1126.8036003044544,1111.574707259178,1116.3724459037917,313336
2016-02-19,1111.0321320452774,1112.1330750439663,1108.5940451788906,1109.75181364681,112432
2016-02-22,1117.5762326018294,1129.2003836547547,1112.780321516093,1112.7854913954957,238168
2016-02-23,1111.7380050245329,1119.150652386072,1108.906143844266,1108.951358472691,257048
2016-02-24,1101.0618789005925,1111.902153191867,1100.4099010282941,1105.2161835304971,158528
2016-02-25,1101.2211352015704,1108.4360021158902,1099.0529966288811,1103.2402764637993,207220
2016-02-26,1108.6411819038685,1109.7711647505414,1103.8351960555294,1106.362885214087,172673
2016-02-29,1112.9393025279944,1116.0978926216535,1104.372444103,1110.0947046622425,138856
2016-03-01,1109.291593656727,1111.376121007365,1104.132020600343,1107.0065614467096,143721
2016-03-02,1115.268278901013,1120.3195641685622,1107.2658327910303,1115.235308969527,132885
2016-03-03,1116.850065086173,1126.018226678312,1113.166128220847,1113.9704943470558,129607
2016-03-04,1116.2736120973284,1122.4410801682504,1109.4946910816889,1119.535053675109,86667
2016-03-07,1112.778091636994,1118.5312257100652,1110.5542127615965,1113.5776821192696,305686
2016-03-08,1103.119106553448,1110.1865454459096,1099.0721689702623,1106.9124417406988,208858
2016-03-09,1111.2107668227509,1113.3677516158718,1099.3702616180456,1107.916902445733,308808
2016-03-10,1093.4352456775632,1094.6579287560214,1091.023157509944,1092.1980764130676,134826
